,Term,AffectCategory,Flag,Synonym_1,Synonym_2,Synonym_3,Synonym_4,AffectCategory_#,negative,positive,fear,anger,trust,sadness,disgust,joy,anticip,surprise,features
24001,celebrity ,anger,1,repute, lion, worthy,,4,1,0,0,0,0,0,0,0,0,0,celebrity repute lion worthy
24003,celebrity ,trust,1,repute, lion, worthy,,5,1,0,0,0,0,0,0,0,0,0,celebrity repute lion worthy
24008,celebrity ,disgust,1,repute, lion, worthy,,7,1,0,0,0,0,0,0,0,0,0,celebrity repute lion worthy
24009,celebrity ,joy,1,repute, lion, worthy,,8,1,0,0,0,0,0,0,0,0,0,celebrity repute lion worthy
24111,actionable ,anger,1,illegality, unlawful, illegal,,4,1,0,0,0,0,0,0,0,0,0,actionable illegality unlawful illegal
24118,actionable ,disgust,1,illegality, unlawful, illegal,,7,1,0,0,0,0,0,0,0,0,0,actionable illegality unlawful illegal
24127,absentee ,sadness,1,absence, vacancy, void,,6,1,0,0,0,0,0,0,0,0,0,absentee absence vacancy void
24190,adder ,fear,1,snake, viper, anaconda,,3,1,0,0,0,0,0,0,0,0,0,adder snake viper anaconda
24191,adder ,anger,1,snake, viper, anaconda,,4,1,0,0,0,0,0,0,0,0,0,adder snake viper anaconda
24197,adder ,sadness,1,snake, viper, anaconda,,6,1,0,0,0,0,0,0,0,0,0,adder snake viper anaconda
24198,adder ,disgust,1,snake, viper, anaconda,,7,1,0,0,0,0,0,0,0,0,0,adder snake viper anaconda
24211,derision ,anger,1,ridicule, chaff, quiz,,4,1,0,0,0,0,0,0,0,0,0,derision ridicule chaff quiz
24218,derision ,disgust,1,ridicule, chaff, quiz,,7,1,0,0,0,0,0,0,0,0,0,derision ridicule chaff quiz
24230,cult ,fear,1,worship, intercession, litany,,3,1,0,0,0,0,0,0,0,0,0,cult worship intercession litany
24324,bang ,surprise,1,impulse, slam, thrust,,10,1,0,0,0,0,0,0,0,0,0,bang impulse slam thrust
24350,dislocated ,fear,1,disorder, confused, chaotic,,3,1,0,0,0,0,0,0,0,0,0,dislocated disorder confused chaotic
24351,dislocated ,anger,1,disorder, confused, chaotic,,4,1,0,0,0,0,0,0,0,0,0,dislocated disorder confused chaotic
24357,dislocated ,sadness,1,disorder, confused, chaotic,,6,1,0,0,0,0,0,0,0,0,0,dislocated disorder confused chaotic
24358,dislocated ,disgust,1,disorder, confused, chaotic,,7,1,0,0,0,0,0,0,0,0,0,dislocated disorder confused chaotic
24420,expel ,fear,1,disrepute, discredit, taint,,3,1,0,0,0,0,0,0,0,0,0,xpel disrepute discredit taint
24421,expel ,anger,1,disrepute, discredit, taint,,4,1,0,0,0,0,0,0,0,0,0,xpel disrepute discredit taint
24428,expel ,disgust,1,disrepute, discredit, taint,,7,1,0,0,0,0,0,0,0,0,0,xpel disrepute discredit taint
24440,consternation ,fear,1,fear, dread, terror,,3,1,0,0,0,0,0,0,0,0,0,consternation fear dread terror
24441,consternation ,anger,1,fear, dread, terror,,4,1,0,0,0,0,0,0,0,0,0,consternation fear dread terror
24463,confidence ,trust,1,expectation, reliance, presumption,,5,1,0,0,0,0,0,0,0,0,0,confidence expectation reliance presumpti
24469,confidence ,joy,1,expectation, reliance, presumption,,8,1,0,0,0,0,0,0,0,0,0,confidence expectation reliance presumpti
24480,cyanide ,fear,1,bane, rust, nicotine,,3,1,0,0,0,0,0,0,0,0,0,cyanide bane rust nicoti
24502,climax ,anticip,1,woman, come, ejaculate,,9,1,0,0,0,0,0,0,0,0,0,climax woman come ejaculat
24503,climax ,trust,1,woman, come, ejaculate,,5,1,0,0,0,0,0,0,0,0,0,climax woman come ejaculat
24509,climax ,joy,1,woman, come, ejaculate,,8,1,0,0,0,0,0,0,0,0,0,climax woman come ejaculat
24568,distasteful ,disgust,1,bitter, disagreeable, undesirable,,7,1,0,0,0,0,0,0,0,0,0,distasteful bitter disagreeable undesirabl
24570,concerned ,fear,1,pain, sorry, horrified,,3,1,0,0,0,0,0,0,0,0,0,concerned pain sorry horrified
24577,concerned ,sadness,1,pain, sorry, horrified,,6,1,0,0,0,0,0,0,0,0,0,concerned pain sorry horrified
24587,dysentery ,sadness,1,excretion, sewage, faeces,,6,1,0,0,0,0,0,0,0,0,0,dysentery excretion sewage faeces
24588,dysentery ,disgust,1,excretion, sewage, faeces,,7,1,0,0,0,0,0,0,0,0,0,dysentery excretion sewage faeces
24633,facts ,trust,1,evidence, premises, data,,5,1,0,0,0,0,0,0,0,0,0,facts evidence premises data
24673,depository ,trust,1,treasury, safe, bank,,5,1,0,0,0,0,0,0,0,0,0,depository treasury safe bank
24723,assessment ,trust,1,judgment, valuation, estimation,,5,1,0,0,0,0,0,0,0,0,0,assessment judgment valuation estimati
24724,assessment ,surprise,1,judgment, valuation, estimation,,10,1,0,0,0,0,0,0,0,0,0,assessment judgment valuation estimati
24732,achievement ,anticip,1,courage, feat, exploit,,9,1,0,0,0,0,0,0,0,0,0,achievement courage feat exploit
24739,achievement ,joy,1,courage, feat, exploit,,8,1,0,0,0,0,0,0,0,0,0,achievement courage feat exploit
24743,forefathers ,trust,1,veteran, elders, grandfather,,5,1,0,0,0,0,0,0,0,0,0,forefathers veteran elders grandfather
24749,forefathers ,joy,1,veteran, elders, grandfather,,8,1,0,0,0,0,0,0,0,0,0,forefathers veteran elders grandfather
24767,couch ,sadness,1,depression, stoop, crouch,,6,1,0,0,0,0,0,0,0,0,0,couch depression stoop crouch
24773,gospel ,trust,1,truth, orthodoxy, fact,,5,1,0,0,0,0,0,0,0,0,0,gospel truth orthodoxy fact
24802,countdown ,anticip,1,propulsion, archer, discharge,,9,1,0,0,0,0,0,0,0,0,0,countdown propulsion archer discharg
24823,convinced ,trust,1,belief, secure, sure,,5,1,0,0,0,0,0,0,0,0,0,convinced belief secure sur
24860,hawk ,fear,1,vision, eagle, cat,,3,1,0,0,0,0,0,0,0,0,0,hawk vision eagle cat
24870,dismemberment ,fear,1,disjunction, dislocation, severance,,3,1,0,0,0,0,0,0,0,0,0,dismemberment disjunction dislocation severanc
24877,dismemberment ,sadness,1,disjunction, dislocation, severance,,6,1,0,0,0,0,0,0,0,0,0,dismemberment disjunction dislocation severanc
24878,dismemberment ,disgust,1,disjunction, dislocation, severance,,7,1,0,0,0,0,0,0,0,0,0,dismemberment disjunction dislocation severanc
24933,county ,trust,1,part, department, compartment,,5,1,0,0,0,0,0,0,0,0,0,county part department compartment
24953,authorization ,trust,1,permission, admission, accordance,,5,1,0,0,0,0,0,0,0,0,0,authorization permission admission accordanc
24960,bigoted ,fear,1,fanatical, irreverent, hardened,,3,1,0,0,0,0,0,0,0,0,0,bigoted fanatical irreverent hardened
24961,bigoted ,anger,1,fanatical, irreverent, hardened,,4,1,0,0,0,0,0,0,0,0,0,bigoted fanatical irreverent hardened
24968,bigoted ,disgust,1,fanatical, irreverent, hardened,,7,1,0,0,0,0,0,0,0,0,0,bigoted fanatical irreverent hardened
25010,aggressor ,fear,1,attack, assailant, invader,,3,1,0,0,0,0,0,0,0,0,0,aggressor attack assailant invader
25011,aggressor ,anger,1,attack, assailant, invader,,4,1,0,0,0,0,0,0,0,0,0,aggressor attack assailant invader
25023,advisable ,trust,1,desirable, acceptable, due,,5,1,0,0,0,0,0,0,0,0,0,advisable desirable acceptable du
25044,accidentally ,surprise,1,chance, casually, perchance,,10,1,0,0,0,0,0,0,0,0,0,accidentally chance casually perchanc
25083,colonel ,trust,1,master, cornet, cadet,,5,1,0,0,0,0,0,0,0,0,0,colonel master cornet cadet
25090,bearish ,fear,1,rough, cavalier, bluff,,3,1,0,0,0,0,0,0,0,0,0,bearish rough cavalier bluff
25091,bearish ,anger,1,rough, cavalier, bluff,,4,1,0,0,0,0,0,0,0,0,0,bearish rough cavalier bluff
25143,humility ,trust,1,submission, resignation, condescension,,5,1,0,0,0,0,0,0,0,0,0,humility submission resignation condescensi
25151,bout ,anger,1,contention, spar, mill,,4,1,0,0,0,0,0,0,0,0,0,bout contention spar mill
25161,challenge ,anger,1,accusation, cite, impeach,,4,1,0,0,0,0,0,0,0,0,0,challenge accusation cite impeach
25181,battery ,anger,1,combatant, platoon, subdivision,,4,1,0,0,0,0,0,0,0,0,0,battery combatant platoon subdivisi
25221,arguments ,anger,1,reasoning, reasons, postulate,,4,1,0,0,0,0,0,0,0,0,0,arguments reasoning reasons postulat
25270,defense ,fear,1,guard, protection, ward,,3,1,0,0,0,0,0,0,0,0,0,defense guard protection ward
25271,defense ,anger,1,guard, protection, ward,,4,1,0,0,0,0,0,0,0,0,0,defense guard protection ward
25272,defense ,anticip,1,guard, protection, ward,,9,1,0,0,0,0,0,0,0,0,0,defense guard protection ward
25280,broken ,fear,1,deterioration, broke, busted,,3,1,0,0,0,0,0,0,0,0,0,broken deterioration broke busted
25281,broken ,anger,1,deterioration, broke, busted,,4,1,0,0,0,0,0,0,0,0,0,broken deterioration broke busted
25287,broken ,sadness,1,deterioration, broke, busted,,6,1,0,0,0,0,0,0,0,0,0,broken deterioration broke busted
25290,fraught ,fear,1,completeness, laden, crammed,,3,1,0,0,0,0,0,0,0,0,0,fraught completeness laden crammed
25297,fraught ,sadness,1,completeness, laden, crammed,,6,1,0,0,0,0,0,0,0,0,0,fraught completeness laden crammed
25323,ejaculation ,trust,1,voice, delivery, cry,,5,1,0,0,0,0,0,0,0,0,0,jaculation voice delivery cry
25329,ejaculation ,joy,1,voice, delivery, cry,,8,1,0,0,0,0,0,0,0,0,0,jaculation voice delivery cry
25343,dolphin ,trust,1,ocean, trident, brine,,5,1,0,0,0,0,0,0,0,0,0,dolphin ocean trident bri
25344,dolphin ,surprise,1,ocean, trident, brine,,10,1,0,0,0,0,0,0,0,0,0,dolphin ocean trident bri
25349,dolphin ,joy,1,ocean, trident, brine,,8,1,0,0,0,0,0,0,0,0,0,dolphin ocean trident bri
25368,blemish ,disgust,1,mar, deform, truncate,,7,1,0,0,0,0,0,0,0,0,0,blemish mar deform truncat
25410,highest ,fear,1,height, elevated, upper,,3,1,0,0,0,0,0,0,0,0,0,highest height elevated upper
25412,highest ,anticip,1,height, elevated, upper,,9,1,0,0,0,0,0,0,0,0,0,highest height elevated upper
25414,highest ,surprise,1,height, elevated, upper,,10,1,0,0,0,0,0,0,0,0,0,highest height elevated upper
25419,highest ,joy,1,height, elevated, upper,,8,1,0,0,0,0,0,0,0,0,0,highest height elevated upper
25447,excluding ,sadness,1,exclusion, excluded, inadmissible,,6,1,0,0,0,0,0,0,0,0,0,xcluding exclusion excluded inadmissibl
25462,immaturity ,anticip,1,disqualification, abortion, nature,,9,1,0,0,0,0,0,0,0,0,0,immaturity disqualification abortion natur
25481,discriminate ,anger,1,discrimination, distinguish, sift,,4,1,0,0,0,0,0,0,0,0,0,discriminate discrimination distinguish sift
25487,discriminate ,sadness,1,discrimination, distinguish, sift,,6,1,0,0,0,0,0,0,0,0,0,discriminate discrimination distinguish sift
25550,dictatorship ,fear,1,severity, tyranny, oppression,,3,1,0,0,0,0,0,0,0,0,0,dictatorship severity tyranny oppressi
25551,dictatorship ,anger,1,severity, tyranny, oppression,,4,1,0,0,0,0,0,0,0,0,0,dictatorship severity tyranny oppressi
25552,dictatorship ,anticip,1,severity, tyranny, oppression,,9,1,0,0,0,0,0,0,0,0,0,dictatorship severity tyranny oppressi
25557,dictatorship ,sadness,1,severity, tyranny, oppression,,6,1,0,0,0,0,0,0,0,0,0,dictatorship severity tyranny oppressi
25558,dictatorship ,disgust,1,severity, tyranny, oppression,,7,1,0,0,0,0,0,0,0,0,0,dictatorship severity tyranny oppressi
25562,atone ,anticip,1,reward, indemnify, recompense,,9,1,0,0,0,0,0,0,0,0,0,atone reward indemnify recompens
25563,atone ,trust,1,reward, indemnify, recompense,,5,1,0,0,0,0,0,0,0,0,0,atone reward indemnify recompens
25569,atone ,joy,1,reward, indemnify, recompense,,8,1,0,0,0,0,0,0,0,0,0,atone reward indemnify recompens
25619,content ,joy,1,pleasure, comfortable, entranced,,8,1,0,0,0,0,0,0,0,0,0,content pleasure comfortable entranced
25662,enroll ,anticip,1,record, register, insert,,9,1,0,0,0,0,0,0,0,0,0,roll record register insert
25663,enroll ,trust,1,record, register, insert,,5,1,0,0,0,0,0,0,0,0,0,roll record register insert
25670,failing ,fear,1,vice, failure, weakness,,3,1,0,0,0,0,0,0,0,0,0,failing vice failure weakness
25671,failing ,anger,1,vice, failure, weakness,,4,1,0,0,0,0,0,0,0,0,0,failing vice failure weakness
25677,failing ,sadness,1,vice, failure, weakness,,6,1,0,0,0,0,0,0,0,0,0,failing vice failure weakness
25753,electorate ,trust,1,authority, constituents, ballot,,5,1,0,0,0,0,0,0,0,0,0,lectorate authority constituents ballot
25760,avoiding ,fear,1,avoidance, elusive, neutral,,3,1,0,0,0,0,0,0,0,0,0,avoiding avoidance elusive neutral
25822,bye ,anticip,1,seclusion, retired, private,,9,1,0,0,0,0,0,0,0,0,0,bye seclusion retired privat
25843,ensemble ,trust,1,whole, entirety, unity,,5,1,0,0,0,0,0,0,0,0,0,semble whole entirety unity
25911,gall ,anger,1,resentment, pique, bitterness,,4,1,0,0,0,0,0,0,0,0,0,gall resentment pique bitterness
25918,gall ,disgust,1,resentment, pique, bitterness,,7,1,0,0,0,0,0,0,0,0,0,gall resentment pique bitterness
25973,accredited ,trust,1,credit, crediting, credited,,5,1,0,0,0,0,0,0,0,0,0,accredited credit crediting credited
26018,aphid ,disgust,1,deterioration, decay, blight,,7,1,0,0,0,0,0,0,0,0,0,aphid deterioration decay blight
26131,grated ,anger,1,crossing, barred, streaked,,4,1,0,0,0,0,0,0,0,0,0,grated crossing barred streaked
26163,asserting ,trust,1,affirmation, emphatic, absolute,,5,1,0,0,0,0,0,0,0,0,0,asserting affirmation emphatic absolut
26192,faith ,anticip,1,hope, reassurance, trust,,9,1,0,0,0,0,0,0,0,0,0,faith hope reassurance trust
26193,faith ,trust,1,hope, reassurance, trust,,5,1,0,0,0,0,0,0,0,0,0,faith hope reassurance trust
26199,faith ,joy,1,hope, reassurance, trust,,8,1,0,0,0,0,0,0,0,0,0,faith hope reassurance trust
26220,dominion ,fear,1,authority, country, nation,,3,1,0,0,0,0,0,0,0,0,0,dominion authority country nati
26223,dominion ,trust,1,authority, country, nation,,5,1,0,0,0,0,0,0,0,0,0,dominion authority country nati
26252,angel ,anticip,1,love, idol, goddess,,9,1,0,0,0,0,0,0,0,0,0,angel love idol goddess
26253,angel ,trust,1,love, idol, goddess,,5,1,0,0,0,0,0,0,0,0,0,angel love idol goddess
26254,angel ,surprise,1,love, idol, goddess,,10,1,0,0,0,0,0,0,0,0,0,angel love idol goddess
26259,angel ,joy,1,love, idol, goddess,,8,1,0,0,0,0,0,0,0,0,0,angel love idol goddess
26380,difficulty ,fear,1,hindrance, estoppel, obstacle,,3,1,0,0,0,0,0,0,0,0,0,difficulty hindrance estoppel obstacl
26381,difficulty ,anger,1,hindrance, estoppel, obstacle,,4,1,0,0,0,0,0,0,0,0,0,difficulty hindrance estoppel obstacl
26387,difficulty ,sadness,1,hindrance, estoppel, obstacle,,6,1,0,0,0,0,0,0,0,0,0,difficulty hindrance estoppel obstacl
26412,expectant ,anticip,1,expectation, expecting, curious,,9,1,0,0,0,0,0,0,0,0,0,xpectant expectation expecting curious
26423,honorable ,trust,1,probity, fair, square,,5,1,0,0,0,0,0,0,0,0,0,honorable probity fair squar
26482,council ,anticip,1,court, committee, chamber,,9,1,0,0,0,0,0,0,0,0,0,council court committee chamber
26483,council ,trust,1,court, committee, chamber,,5,1,0,0,0,0,0,0,0,0,0,council court committee chamber
26497,departure ,sadness,1,exit, removal, flight,,6,1,0,0,0,0,0,0,0,0,0,departure exit removal flight
26513,automatic ,trust,1,necessity, blind, involuntary,,5,1,0,0,0,0,0,0,0,0,0,automatic necessity blind involuntary
26560,armored ,fear,1,defense, bulletproof, hardened,,3,1,0,0,0,0,0,0,0,0,0,armored defense bulletproof hardened
26571,furor ,anger,1,insanity, mania, aberration,,4,1,0,0,0,0,0,0,0,0,0,furor insanity mania aberrati
26581,antithesis ,anger,1,foil, contrast, clashing,,4,1,0,0,0,0,0,0,0,0,0,antithesis foil contrast clashing
26621,asshole ,anger,1,jerk, fool, idiot,,4,1,0,0,0,0,0,0,0,0,0,asshole jerk fool idiot
26628,asshole ,disgust,1,jerk, fool, idiot,,7,1,0,0,0,0,0,0,0,0,0,asshole jerk fool idiot
26650,banshee ,fear,1,demon, spook, vision,,3,1,0,0,0,0,0,0,0,0,0,banshee demon spook visi
26667,decomposed ,sadness,1,decomposition, analytical, solvent,,6,1,0,0,0,0,0,0,0,0,0,decomposed decomposition analytical solvent
26713,confide ,trust,1,hope, trust, flatter,,5,1,0,0,0,0,0,0,0,0,0,confide hope trust flatter
26771,fenced ,anger,1,conditions, guarded, provisional,,4,1,0,0,0,0,0,0,0,0,0,fenced conditions guarded provisional
26842,foresight ,anticip,1,anticipation, providence, forethought,,9,1,0,0,0,0,0,0,0,0,0,foresight anticipation providence forethought
26910,accuser ,fear,1,accusation, prosecutor, plaintiff,,3,1,0,0,0,0,0,0,0,0,0,accuser accusation prosecutor plaintiff
26911,accuser ,anger,1,accusation, prosecutor, plaintiff,,4,1,0,0,0,0,0,0,0,0,0,accuser accusation prosecutor plaintiff
26920,dashed ,fear,1,sunk, unmanned, downtrodden,,3,1,0,0,0,0,0,0,0,0,0,dashed sunk unmanned downtrodd
26921,dashed ,anger,1,sunk, unmanned, downtrodden,,4,1,0,0,0,0,0,0,0,0,0,dashed sunk unmanned downtrodd
26927,dashed ,sadness,1,sunk, unmanned, downtrodden,,6,1,0,0,0,0,0,0,0,0,0,dashed sunk unmanned downtrodd
26960,corrupting ,fear,1,badness, deadly, poisonous,,3,1,0,0,0,0,0,0,0,0,0,corrupting badness deadly poisonous
26961,corrupting ,anger,1,badness, deadly, poisonous,,4,1,0,0,0,0,0,0,0,0,0,corrupting badness deadly poisonous
26967,corrupting ,sadness,1,badness, deadly, poisonous,,6,1,0,0,0,0,0,0,0,0,0,corrupting badness deadly poisonous
26968,corrupting ,disgust,1,badness, deadly, poisonous,,7,1,0,0,0,0,0,0,0,0,0,corrupting badness deadly poisonous
26993,disclaim ,trust,1,resignation, renounce, retract,,5,1,0,0,0,0,0,0,0,0,0,disclaim resignation renounce retract
26998,disclaim ,disgust,1,resignation, renounce, retract,,7,1,0,0,0,0,0,0,0,0,0,disclaim resignation renounce retract
27123,authorize ,trust,1,authority, warrant, dictate,,5,1,0,0,0,0,0,0,0,0,0,authorize authority warrant dictat
27142,dietary ,anticip,1,remedy, infusion, inoculation,,9,1,0,0,0,0,0,0,0,0,0,dietary remedy infusion inoculati
27163,convincing ,trust,1,demonstration, cogent, proven,,5,1,0,0,0,0,0,0,0,0,0,convincing demonstration cogent prov
27230,blemish ,fear,1,deterioration, mangle, lame,,3,1,0,0,0,0,0,0,0,0,0,blemish deterioration mangle lam
27231,blemish ,anger,1,deterioration, mangle, lame,,4,1,0,0,0,0,0,0,0,0,0,blemish deterioration mangle lam
27237,blemish ,sadness,1,deterioration, mangle, lame,,6,1,0,0,0,0,0,0,0,0,0,blemish deterioration mangle lam
27238,blemish ,disgust,1,deterioration, mangle, lame,,7,1,0,0,0,0,0,0,0,0,0,blemish deterioration mangle lam
27418,feces ,disgust,1,crap, dung, shit,,7,1,0,0,0,0,0,0,0,0,0,feces crap dung shit
27517,fasting ,sadness,1,atonement, penance, purgatory,,6,1,0,0,0,0,0,0,0,0,0,fasting atonement penance purgatory
27567,defenseless ,sadness,1,weakness, unaided, unassisted,,6,1,0,0,0,0,0,0,0,0,0,defenseless weakness unaided unassisted
27593,elect ,trust,1,choice, choose, espouse,,5,1,0,0,0,0,0,0,0,0,0,lect choice choose espous
27610,exclusion ,fear,1,seclusion, exile, banishment,,3,1,0,0,0,0,0,0,0,0,0,xclusion seclusion exile banishment
27617,exclusion ,sadness,1,seclusion, exile, banishment,,6,1,0,0,0,0,0,0,0,0,0,xclusion seclusion exile banishment
27618,exclusion ,disgust,1,seclusion, exile, banishment,,7,1,0,0,0,0,0,0,0,0,0,xclusion seclusion exile banishment
27620,crushing ,fear,1,grim, appalling, shocking,,3,1,0,0,0,0,0,0,0,0,0,crushing grim appalling shocking
27621,crushing ,anger,1,grim, appalling, shocking,,4,1,0,0,0,0,0,0,0,0,0,crushing grim appalling shocking
27628,crushing ,disgust,1,grim, appalling, shocking,,7,1,0,0,0,0,0,0,0,0,0,crushing grim appalling shocking
27631,furiously ,anger,1,greatness, desperately, severely,,4,1,0,0,0,0,0,0,0,0,0,furiously greatness desperately severely
27667,corpse ,sadness,1,skeleton, bones, corse,,6,1,0,0,0,0,0,0,0,0,0,corpse skeleton bones cors
27668,corpse ,disgust,1,skeleton, bones, corse,,7,1,0,0,0,0,0,0,0,0,0,corpse skeleton bones cors
27712,advent ,anticip,1,arrival, reception, landing,,9,1,0,0,0,0,0,0,0,0,0,advent arrival reception landing
27713,advent ,trust,1,arrival, reception, landing,,5,1,0,0,0,0,0,0,0,0,0,advent arrival reception landing
27719,advent ,joy,1,arrival, reception, landing,,8,1,0,0,0,0,0,0,0,0,0,advent arrival reception landing
27762,calls ,anticip,1,mart, options, warrants,,9,1,0,0,0,0,0,0,0,0,0,calls mart options warrants
27763,calls ,trust,1,mart, options, warrants,,5,1,0,0,0,0,0,0,0,0,0,calls mart options warrants
27807,gray ,sadness,1,blackness, obscure, sable,,6,1,0,0,0,0,0,0,0,0,0,gray blackness obscure sabl
27808,gray ,disgust,1,blackness, obscure, sable,,7,1,0,0,0,0,0,0,0,0,0,gray blackness obscure sabl
27900,helplessness ,fear,1,impotence, palsy, collapse,,3,1,0,0,0,0,0,0,0,0,0,helplessness impotence palsy collaps
27907,helplessness ,sadness,1,impotence, palsy, collapse,,6,1,0,0,0,0,0,0,0,0,0,helplessness impotence palsy collaps
27943,commonwealth ,trust,1,mankind, population, nation,,5,1,0,0,0,0,0,0,0,0,0,commonwealth mankind population nati
27957,depressive ,sadness,1,depressing, deplorable, grievous,,6,1,0,0,0,0,0,0,0,0,0,depressive depressing deplorable grievous
27983,faith ,trust,1,belief, presumption, trust,,5,1,0,0,0,0,0,0,0,0,0,faith belief presumption trust
27998,amphetamines ,disgust,1,speed, hashish, hemp,,7,1,0,0,0,0,0,0,0,0,0,amphetamines speed hashish hemp
28023,accounts ,trust,1,reckoning, account, statistics,,5,1,0,0,0,0,0,0,0,0,0,accounts reckoning account statistics
28049,glorify ,joy,1,approbation, magnify, swell,,8,1,0,0,0,0,0,0,0,0,0,glorify approbation magnify swell
28050,diagnosis ,fear,1,discrimination, differentiation, distinction,,3,1,0,0,0,0,0,0,0,0,0,diagnosis discrimination differentiation distincti
28052,diagnosis ,anticip,1,discrimination, differentiation, distinction,,9,1,0,0,0,0,0,0,0,0,0,diagnosis discrimination differentiation distincti
28103,checklist ,trust,1,list, lexicon, statistics,,5,1,0,0,0,0,0,0,0,0,0,checklist list lexicon statistics
28111,derision ,anger,1,disrespect, mockery, hissing,,4,1,0,0,0,0,0,0,0,0,0,derision disrespect mockery hissing
28170,fainting ,fear,1,fatigue, swoon, collapse,,3,1,0,0,0,0,0,0,0,0,0,fainting fatigue swoon collaps
28174,fainting ,surprise,1,fatigue, swoon, collapse,,10,1,0,0,0,0,0,0,0,0,0,fainting fatigue swoon collaps
28177,fainting ,sadness,1,fatigue, swoon, collapse,,6,1,0,0,0,0,0,0,0,0,0,fainting fatigue swoon collaps
28233,adhering ,trust,1,cohesive, adhesive, sticky,,5,1,0,0,0,0,0,0,0,0,0,adhering cohesive adhesive sticky
28240,hangman ,fear,1,scourge, executioner, scaffold,,3,1,0,0,0,0,0,0,0,0,0,hangman scourge executioner scaffold
28253,bylaw ,trust,1,legality, law, canon,,5,1,0,0,0,0,0,0,0,0,0,bylaw legality law ca
28261,horrid ,anger,1,ugliness, horrible, odious,,4,1,0,0,0,0,0,0,0,0,0,horrid ugliness horrible odious
28267,horrid ,sadness,1,ugliness, horrible, odious,,6,1,0,0,0,0,0,0,0,0,0,horrid ugliness horrible odious
28268,horrid ,disgust,1,ugliness, horrible, odious,,7,1,0,0,0,0,0,0,0,0,0,horrid ugliness horrible odious
28322,enjoying ,anticip,1,pleasure, glad, blissful,,9,1,0,0,0,0,0,0,0,0,0,joying pleasure glad blissful
28323,enjoying ,trust,1,pleasure, glad, blissful,,5,1,0,0,0,0,0,0,0,0,0,joying pleasure glad blissful
28329,enjoying ,joy,1,pleasure, glad, blissful,,8,1,0,0,0,0,0,0,0,0,0,joying pleasure glad blissful
28333,chemist ,trust,1,remedy, pharmacy, dispensary,,5,1,0,0,0,0,0,0,0,0,0,chemist remedy pharmacy dispensary
28340,apache ,fear,1,killing, gallows, butcher,,3,1,0,0,0,0,0,0,0,0,0,apache killing gallows butcher
28360,forewarned ,fear,1,warning, warned, cautionary,,3,1,0,0,0,0,0,0,0,0,0,forewarned warning warned cautionary
28362,forewarned ,anticip,1,warning, warned, cautionary,,9,1,0,0,0,0,0,0,0,0,0,forewarned warning warned cautionary
28384,bizarre ,surprise,1,fantastic, grotesque, unusual,,10,1,0,0,0,0,0,0,0,0,0,bizarre fantastic grotesque unusual
28399,content ,joy,1,satisfy, gratify, comfort,,8,1,0,0,0,0,0,0,0,0,0,content satisfy gratify comfort
28437,absence ,sadness,1,possession, exemption, immunity,,6,1,0,0,0,0,0,0,0,0,0,absence possession exemption immunity
28563,authorize ,trust,1,commission, entrust, commit,,5,1,0,0,0,0,0,0,0,0,0,authorize commission entrust commit
28592,completing ,anticip,1,completeness, supplemental, supplementary,,9,1,0,0,0,0,0,0,0,0,0,completing completeness supplemental supplementary
28599,completing ,joy,1,completeness, supplemental, supplementary,,8,1,0,0,0,0,0,0,0,0,0,completing completeness supplemental supplementary
28617,doldrums ,sadness,1,mumps, dumps, huff,,6,1,0,0,0,0,0,0,0,0,0,doldrums mumps dumps huff
28660,growling ,fear,1,grim, grumpy, glum,,3,1,0,0,0,0,0,0,0,0,0,growling grim grumpy glum
28661,growling ,anger,1,grim, grumpy, glum,,4,1,0,0,0,0,0,0,0,0,0,growling grim grumpy glum
28668,growling ,disgust,1,grim, grumpy, glum,,7,1,0,0,0,0,0,0,0,0,0,growling grim grumpy glum
28673,continue ,trust,1,remain, stand, endure,,5,1,0,0,0,0,0,0,0,0,0,continue remain stand endur
28693,babysitter ,trust,1,keeper, bonne, nurse,,5,1,0,0,0,0,0,0,0,0,0,babysitter keeper bonne nurs
28702,eventual ,anticip,1,ulterior, next, coming,,9,1,0,0,0,0,0,0,0,0,0,ventual ulterior next coming
28723,bureaucracy ,trust,1,authority, royalty, commonwealth,,5,1,0,0,0,0,0,0,0,0,0,bureaucracy authority royalty commonwealth
28760,contaminated ,fear,1,disease, morbid, poisoned,,3,1,0,0,0,0,0,0,0,0,0,contaminated disease morbid poisoned
28767,contaminated ,sadness,1,disease, morbid, poisoned,,6,1,0,0,0,0,0,0,0,0,0,contaminated disease morbid poisoned
28768,contaminated ,disgust,1,disease, morbid, poisoned,,7,1,0,0,0,0,0,0,0,0,0,contaminated disease morbid poisoned
28773,devotional ,trust,1,worship, pure, solemn,,5,1,0,0,0,0,0,0,0,0,0,devotional worship pure solem
28803,center ,trust,1,centrality, middle, focus,,5,1,0,0,0,0,0,0,0,0,0,center centrality middle focus
28820,cutting ,fear,1,withering, severe, satirical,,3,1,0,0,0,0,0,0,0,0,0,cutting withering severe satirical
28821,cutting ,anger,1,withering, severe, satirical,,4,1,0,0,0,0,0,0,0,0,0,cutting withering severe satirical
28827,cutting ,sadness,1,withering, severe, satirical,,6,1,0,0,0,0,0,0,0,0,0,cutting withering severe satirical
28828,cutting ,disgust,1,withering, severe, satirical,,7,1,0,0,0,0,0,0,0,0,0,cutting withering severe satirical
